_id,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,rank,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
548,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,Singapore Institute of Technology,3300,3300,0.0573088,3300,86.7,3950,3866,3792,2017,100
549,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,Singapore Institute of Technology,2700,2475,0.0573088,2600,79.1,3200,2980,2784,2017,97.7
550,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3200,3000,0.0573088,3000,74.1,3375,3301,3061,2017,84.5
551,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering & Information Technology,Singapore Institute of Technology,3400,3000,0.0573088,3175,82.8,4000,3591,3504,2017,82.8
552,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,Singapore Institute of Technology,2300,2200,0.0573088,2300,54.5,3259,2598,2357,2017,87.9
553,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2017,na
554,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3300,3020,0.0573088,3250,97.1,3450,3258,3217,2017,100
555,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3400,3300,0.0573088,3350,96.8,3500,3489,3483,2017,100
556,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2017,na
557,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3200,2950,0.0573088,3100,65.6,3700,3481,3367,2017,81.3
558,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3125,2625,0.0573088,3125,52.5,3650,3280,3207,2017,80
559,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3200,3000,0.0573088,3100,87.9,3700,3670,3608,2017,96.6
560,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3400,3000,0.0573088,3050,86.5,4000,3595,3412,2017,94.6
561,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,3600,3300,0.0573088,3600,85.9,4200,3724,3633,2017,95.8
562,University of Manchester,Bachelor of Science with Honours in Nursing Practice,Singapore Institute of Technology,3650,3600,0.0573088,3400,96.5,3900,3741,3507,2017,98.2
563,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,Singapore Institute of Technology,3800,3050,0.0573088,3800,69.5,4160,3825,3759,2017,86.4
564,Wheelock College,Bachelor of Science in Early Childhood Education,Singapore Institute of Technology,2900,2800,0.0573088,2900,92.9,3000,2890,2883,2017,96.4
565,Singapore Institute of Technology,Bachelor of Accountancy with Honours,Singapore Institute of Technology,3088,2975,0.0573088,3050,92.1,3250,3113,3073,2017,94.1
566,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,Singapore Institute of Technology,2800,2500,0.0573088,2700,84.2,3100,2829,2713,2017,94.7
567,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,3600,3450,0.0573088,3600,87.3,3800,3638,3594,2017,89.9
568,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,4023,3600,0.0573088,4000,100,4900,4175,4146,2017,100
569,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,3850,3600,0.0573088,3800,85.4,4210,3956,3856,2017,91.7
570,na,Bachelor of Science (Architecture and Sustainable Design) ###,Singapore University of Technology and Design,na,na,0.0573088,na,na,na,na,na,2017,na
1347,Faculty of Science,Bachelor of Science (Computational Biology) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2017,na
1286,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),Nanyang Technological University,3000,2900,0.0573088,3000,94.5,3100,3166,3121,2017,97.1
1287,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),Nanyang Technological University,3600,3013,0.0573088,3500,94.3,4317,3892,3830,2017,97.2
1288,College of Business (Nanyang Business School),Bachelor of Business (Hons),Nanyang Technological University,3300,3000,0.0573088,3300,80.8,3800,3643,3530,2017,93
1289,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),Nanyang Technological University,5000,4000,0.0573088,4750,95,5362,5225,5036,2017,100
1290,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),Nanyang Technological University,3500,3250,0.0573088,3492,75,4210,3702,3645,2017,80
1291,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1292,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),Nanyang Technological University,3419,3000,0.0573088,3200,65.2,3825,3486,3326,2017,78.3
1293,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),Nanyang Technological University,3500,3200,0.0573088,3200,75.3,4000,3577,3326,2017,82.3
1294,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1295,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),Nanyang Technological University,3400,3190,0.0573088,3300,96.9,3675,3442,3373,2017,98.5
1296,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1297,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),Nanyang Technological University,3600,3450,0.0573088,3600,87.8,3925,3743,3667,2017,95.1
1298,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),Nanyang Technological University,3850,3500,0.0573088,3750,86.7,4500,4160,4078,2017,92.4
1299,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1300,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),Nanyang Technological University,3600,3200,0.0573088,3500,85,4000,3657,3532,2017,89.3
1301,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),Nanyang Technological University,3635,3200,0.0573088,3475,64.1,3950,3588,3538,2017,71.8
1302,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),Nanyang Technological University,3700,3350,0.0573088,3677,78.7,4200,3790,3685,2017,86.9
1303,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1304,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),Nanyang Technological University,3320,3000,0.0573088,3200,92.2,3500,3333,3279,2017,92.2
1305,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),Nanyang Technological University,3375,3200,0.0573088,3200,75.6,3700,3434,3288,2017,84.9
1306,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1307,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),Nanyang Technological University,3450,3100,0.0573088,3300,74.9,4000,3579,3422,2017,82.7
1308,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1309,College of Engineering,Bachelor of Fine Arts (Hons),Nanyang Technological University,2800,2500,0.0573088,2800,54,3200,2909,2862,2017,88.5
1310,College of Engineering,Bachelor of Arts (Hons) in Chinese,Nanyang Technological University,3300,2750,0.0573088,3300,67.7,3500,3147,3119,2017,84.6
1311,College of Engineering,Bachelor of Communication Studies (Hons),Nanyang Technological University,3000,2775,0.0573088,3000,62.2,3500,3184,3134,2017,92.6
1312,College of Engineering,Bachelor of Arts (Hons) in Economics,Nanyang Technological University,3240,3000,0.0573088,3200,75.5,3720,3379,3286,2017,84.7
1313,College of Engineering,Bachelor of Arts (Hons) in English,Nanyang Technological University,3000,2800,0.0573088,3000,50.8,3300,3149,3042,2017,77.8
1314,College of Engineering,Bachelor of Arts (Hons) in History,Nanyang Technological University,3200,3000,0.0573088,3100,68.4,3600,3265,3206,2017,86
1315,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,Nanyang Technological University,3100,2600,0.0573088,3000,60,3500,3117,3042,2017,80
1316,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,Nanyang Technological University,na,na,0.0573088,na,na,na,na,na,2017,na
1317,College of Engineering,Bachelor of Arts (Hons) in Psychology,Nanyang Technological University,3200,2890,0.0573088,3107,59.2,3500,3151,3107,2017,78.9
1318,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,Nanyang Technological University,3395,3160,0.0573088,3300,66.7,3750,3479,3353,2017,74.1
1319,College of Engineering,Bachelor of Arts (Hons) in Sociology,Nanyang Technological University,3228,2970,0.0573088,3200,62.1,3500,3309,3263,2017,77.6
1320,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,Nanyang Technological University,2950,2500,0.0573088,2928,80,3035,2792,2722,2017,92
1321,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,Nanyang Technological University,3200,3000,0.0573088,3100,62.6,3500,3255,3177,2017,80.4
1322,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,Nanyang Technological University,3100,2800,0.0573088,3000,51.1,3488,3173,3035,2017,70.1
1323,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,Nanyang Technological University,3500,3100,0.0573088,3400,79.5,3800,3580,3517,2017,89.7
1324,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,Nanyang Technological University,3400,3013,0.0573088,3290,83.1,3775,3625,3504,2017,89.8
1325,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,Nanyang Technological University,3300,3000,0.0573088,3300,61.8,3819,3490,3367,2017,81.6
1326,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),Nanyang Technological University,3450,2800,0.0573088,3285,48.6,4000,3486,3372,2017,81.1
1327,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),Nanyang Technological University,3600,3500,0.0573088,3600,100,3800,3589,3489,2017,100
1328,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),Nanyang Technological University,3701,3500,0.0573088,3603,100,3958,3701,3610,2017,100
1329,Faculty of Arts & Social Sciences,Bachelor of Arts,National University of Singapore,3000,2700,0.0573088,3000,61.9,3300,3107,3005,2017,85.8
1330,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),National University of Singapore,3360,3000,0.0573088,3300,66.7,3600,3391,3309,2017,88.2
1331,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,National University of Singapore,3300,3000,0.0573088,3300,74.7,3750,3443,3365,2017,88.3
1332,Faculty Of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4050,4000,0.0573088,4050,100,4400,4143,4124,2017,100
1333,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3300,3000,0.0573088,3200,81.3,3700,3367,3215,2017,90.6
1334,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3600,3300,0.0573088,3500,81.3,4000,3727,3550,2017,87.8
1335,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3300,3135,0.0573088,3300,90.9,3700,3427,3361,2017,95.5
1336,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,3600,3300,0.0573088,3500,86.5,3900,3641,3529,2017,89.4
1337,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3675,3440,0.0573088,3600,64.7,4200,3827,3783,2017,76.5
1338,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3350,3000,0.0573088,3100,71.2,3800,3546,3425,2017,86.3
1339,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,3875,3450,0.0573088,3725,89.9,4200,4035,3905,2017,93.3
1340,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),National University of Singapore,3388,3200,0.0573088,3200,86,3950,3570,3269,2017,94
1341,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3450,3100,0.0573088,3400,82.3,4000,3657,3537,2017,87.3
1342,Faculty of Law,Bachelor of Laws #,National University of Singapore,5000,4500,0.0573088,5000,92.3,5600,5121,4958,2017,95.8
1343,Faculty of Science,Bachelor of Applied Science **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2017,na
1344,Faculty of Science,Bachelor of Applied Science (Hons),National University of Singapore,3085,2800,0.0573088,3075,50,3200,3187,3186,2017,82.1
1345,Faculty of Science,Bachelor of Science,National University of Singapore,3082,2800,0.0573088,3000,54.5,3400,3214,3053,2017,76.9
1346,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3300,3000,0.0573088,3200,69.3,3700,3435,3340,2017,85.9
